audiocap_id,youtube_id,caption
1603,-bL8EorY7K4,A man speaking and a dog barking
1602,-bKlvtosHFE,"Wind blowing, engines revving"
1605,-bMEGJTBCRg,"Clacking, ticking, and music playing"
1607,-bTPaKlSsK4,An engine revving up
71175,cLFg-3jfo14,A motorboat engine running as wind blows into a microphone followed by a man speaking
20959,7sXBdnEHo68,"A dove cooing quietly, a man speaking, and a vehicle moving"
71176,cLJzk2qTx2Y,"An emergency vehicle two-tone siren is blaring, and a mid-size motor vehicle engine hums smoothly and accelerates"
71173,cLDoI0ix7iY,A sewing machine operating at a low rate while a man is speaking
40302,IRye1vuzhFE,People speak faintly as a horse clip clops and neighs followed by a bang and a large gasp from a crow with a nearby woman speaking
71178,cLVEoAfj6ig,The wind blows and birds chirp as an animal grunts a few times
5476,1BJXDPPDc1M,An electronic device moving in the water
5474,1BGQamdgxXA,Sea and wind sounds and some human vocals
5475,1BGcgO4MshI,Sewing machine slowly working
5472,1BEjN7qf-6Q,Clipping sound and then door closing
5470,1BDdZMRazHk,Engine revving multiple times
14264,4nj1WuB_3ng,Man speaking calmly
14265,4nmsRnvQDSI,An engine revving while idling
14261,4negcLvXq8A,Waves crashing with faint laughter
5478,1BMe9KYrCVc,Engine revving up
14263,4nhmvjZHhg8,Birds are chirping and singing
45885,M2_tnOn4GgQ,Upbeat commercial jingle the whooshing water then male narrates
54949,S2GDFzaT5ho,A large volume of liquid flows
94811,tqmLVuhI-6w,"A vehicle engine revs high and wheels skid, followed by deceleration"
45889,M2f-6xoy25o,A beep happens followed by a man speeches and objects being moved
39121,HgcTrJd9B_Q,An emergency vehicle is driving with the siren on
2619,01TCDVlMtD0,Man pretending to be sheep
2618,01SyqYcfsnc,"A woman laughs loudly while a man belches, burps, and entertains her by engaging in eructation"
87636,oNg0S5bHPRw,Frogs are croaking nonstop and a man talks
29900,CJLpt2kQ_3o,An engine decelerates then accelerates and someone screams
83701,lU66-s3z1Tc,Vibrations of trains with horns blowing
83707,lUWEPGAe048,A person snoring as a man briefly talks while a bird chirps in the background
29906,CJTjo79ZMOA,Waves roll loudly as wind blows
47654,NCnxDcaltzo,Police sirens are sounding off nearby
47657,NCs48NjhHRg,A man talks followed by typing and an electronic sound talks
7340,1wOcbw5Rg84,A woman gives a speech
47659,NCzZ1hWEORg,Water pouring then stopping
48930,O0_t_S7V9og,An air horn go off and is followed by laughter
48932,O0jgA7L43gc,Two men talk while a drill machine works
48935,O11I8BU5lh8,A woman speaking followed by laughter
48938,O16fzUe0ZuI,A pig oinks nearby and people talk far away
87416,oDqhqVqqLuA,A woman moans and slurps up nose gunk and fake sneezes
89014,pR3pPJC5DFA,Snorting and snoring
5453,1AfXFAf3trQ,An aircraft engine is running
32328,Dbkl7yVYQBU,"A person talks nearby, and then sneezes, followed by laughter"
42470,JpS8ihziwzE,Woman speaking chain rattling
7548,20z2PANFxtk,Vibrations followed by some footprints and clanking
7540,20nyHEh2HW0,A door closes and a toilet flushes
7541,20p-Y9HEHPE,People laugh as dogs pant and bark
7542,20qXMy-1xFg,A man speaks as light pounding sounds in the background
7543,20uw0iDImkk,Some rustling followed by a knock and a toilet flush
7544,20wkAZs6PUY,A man is performing a speech with a gurgling noise in the background
7546,20xXS-iNBy0,A large hum with people talking in the distance
7547,20yvNk6SE0s,A little girl talking and background laughing
19348,75xX5xkhcc0,A child cries and a dog whimpers
19349,75xzEoAKMm0,An engine is idling outside
16139,5cRwwBaGtTA,"Water is splashing and gurgling, and a flush occurs"
19344,75qOUxfTLS0,A man is giving a speech and a crowd boos
19345,75qSNG4cBjA,A bus releases its air brake a woman speaks and the bus begins to accelerate
19347,75wn1ra4g1c,"A woman starts to say something then laughs, causing others to laugh"
16132,5cCq9hL1Jxg,A crowd is talking and horse neighs a couple of times
16131,5c7KlyKL1NM,"A vehicle engine rumbles more and more slowly, then gets faster"
65199,Z64uYHGD_m4,A drill tool works while some men speeches
65192,Z5fKM_opkFg,Wind blows and a distant jet engine hums as it speeds up the engine
65193,Z5fTBwuD0Yg,Birds chirping in the background followed by a metal pop then kids laughing and talking
88610,p7L862pFhM4,A race car engine revs up loudly and shifts nearby
88611,p7QOwnDumn0,A horn honking followed by a man laughing then talking and plastic clanking on a hard surface
65194,Z5fvIeJNjhQ,A woman talking quietly followed by an infant loudly crying
76203,g1y5JoyfDqI,A door opening followed by a series of knocking and multiple soft thuds then a loud pop
64823,YqlrstiRp44,Vehicles accelerate and skid while moving away
64825,Yr1ZK3hYAzw,A person talks as dishes clang nearby and food fries nearby
76200,g1q9FA_-MvM,A vehicle runs then water flows
10998,3QamOtLR7ik,"The wind is blowing, birds are chirping, scraping occurs, and a dog barks"
10999,3Qc8W-jxGiI,Man speaking a foreign language and female voices yelling and screaming
10996,3QXHLCLrfN4,Dogs are barking and people are talking in the distance
10994,3QRMbhZEZx4,Typing on a computer keyboard
10995,3QSOCBMSBak,A group of dogs barking
10990,3QMKWTKTSh8,A woman speaking and running a sewing machine
82947,kuvIo9MjYQs,A fast vehicle accelerates and moves further
82944,kuspwMyL9tE,Several pigeons coo and an object is hit
82949,kv5lDn_T89s,Sizzling food with distant mechanical humming
2212,-rknEYAzO08,The car gets started as it sounds fierce
2211,-rj0HShqD9g,Muffled speech before a door closes
2210,-rZzA3elTJ0,The dog is heard making noise as the children scream in the background
2216,-rsuD0JXLRk,A young woman speaking about her grandmother new pain remedy
2215,-rpSxhcRxnQ,Sound of running water indoors setting and objects against on a hard surface
2219,-rxNYVosOP4,A man speaking followed by smacking
2218,-rx5uqZyaHo,A woman talks in another language as another person talks also
67787,_vwLjGKuh3I,Continuous emergency sirens
43020,KB4v21O27tg,A man speaking along with a voice on loudspeakers and faint galloping noises in the distance
96509,vBOmzJIdJRQ,Person and tools rustling against door lock
43025,KBEvTdUzhec,An aircraft engine works nearby
97670,w2S88tmSdBY,An engine starts and idles then revs
46212,MGwPo4QBUQI,A motor running outside
84849,mKs2nwB_7wg,Several plastic clicks
67956,a1kIpEk0GIs,A goat bleats nearby
97771,w7AWvlkY2Fg,Rain falling and splattering on a hard surface followed by thunder cracking in the distance
97770,w78trmo9uYo,Banging sounds and a toilet flushing
102418,zkruoyLdnAg,A train passing by with loud horns blaring and warning bells ringing
64723,YmdioaBXdrc,"A person sniffs while walking, a rustling sound occurs and someone talks"
102414,zkfk4OyRZfI,A vehicle engine revving followed by a dog barking in the distance as two young men talk while footsteps walk on concrete proceeded by steam hissing then an idle truck engine running
102416,zkhbyKHfLp4,A man speaking over an intercom followed by two electronic beeps as a group of men talk in the background while a toy motorbike motor buzzes alongside wind lightly blowing into a microphone
102417,zkkLvF4HtG4,Banging and rattling followed by a toilet flush
102410,zkIUtZwTY_E,Loud crumpling and crinkling followed by ripping
102412,zkOVQkSN4Wc,A power tool makes sawing sounds followed by a man talking
102413,zkOjG0eoFWA,A man speaks with crinkling background noise
11649,3gy3NY_TsxM,A vehicle's engine idling
9428,2mqyToY9XJU,A motorcycle engine revving
9421,2mf9AcgnE1M,A vehicle engine is idling and music is playing
11640,3g_eAutPOEI,"A dog growls and whines, wind blows, birds chirp"
9423,2mh_pAS5lwE,"A motor vehicle engine is running and revving, tires squeal, an adult male yell, a blast occurs, and metal clangs"
11645,3gp_OmTKUQE,A vehicle is revving followed by a horn
9424,2mkJxj3uFP8,A man speaks while baby cries
11646,3gtuLPnkCkQ,Squeaking rodent noises
17776,6NV9px4VYrE,A man sneezes followed by a child laughing and man speaking
17775,6NUq-ry1vxM,A man briefly narrates
17773,6NJADqAazR0,The engine of a racing vehicle
17772,6NIHGH3mGys,Water trickling loudly
17770,6NDqN9xHv_s,Women speaking near sidewalk vehicles passing away
64725,YmkfcFTJQ0I,Two short spray sounds
17779,6NbxaEEfGOE,A vehicle engine revs and then turns off
17778,6Nb9GWH0vsc,Birds are flapping their wings while a man talks and whistles once
64313,YUFYW59A9rk,"A man speaks, people talk in the background"
27949,BJQv65l6E70,A vehicle squealing and auto racing
27948,BJNSCge-BpI,Engine running and distant speech
60675,Vy-NVz5GFJQ,Birds chirp and someone walks around
27942,BJ7_yh9_19U,Duck quacking rhythmically
27941,BJ6wydk7HwA,A moderate clinking and clanking sound is followed by movement sounds while insects chirp in the background
27940,BJ6Dym0CPTw,"An old fashioned sewing machine continuing to sew, though sometimes slowing down"
27947,BJMS9dKD6VM,A car passing on the street
27946,BJHrEjlb5S8,An emergency vehicle siren goes past followed by other vehicle noises with a dog barking in the background
27945,BJHWlo9zbAU,A lawn mower shifts gears and accelerates
27944,BJCguMNIi1E,A woman speaking and brief oinking
89975,q7zuOhCSGiA,An audience cheer
21394,85fPwceOWVk,A man is talking and a woman is talking over a phone
21395,85gBmJmnxBU,An older man is vocalizing something followed by a beeping sound
21396,85i1QEQAS1M,A vacuum cleaner cleaning a surface
21397,85pI1yQAV98,A toilet is flushed and the water gurgles quite a bit
21391,85aZxYO8Jo0,A woman laughs and lightly comforts a crying baby
21392,85dyBtGvWx4,A woman and man are talking and a dog barks a little
21393,85fFBrQDOqk,High frequency of bells clinking and chiming in momentum
21399,85qQLXCG4ZY,A goat is bleating several times and metal is jingling
20447,7bkkiFlQ5Rc,A dog whimpers and a man is talking
20445,7bhWazNlIAY,Male speaking over running water from plumbing
20444,7behQn6vykM,A helicopter is idling quietly then more loudly
20443,7bdlMlZwscM,A small child speaking then whistling
20442,7bbxsKlC3eU,A drill is being used to drill through material
20441,7baLz-gWYfc,A train honks its horn as a child screams
20440,7b_6CzAV490,A horn blows and a dog barks
27499,B4wyAYKvYHI,Wood is being sawed
27498,B4tnDvJHIGQ,Rustling followed by a loud pop
20449,7bs8xwTcsoE,A crowd is talking a man talks over a loudspeaker and a car speeds away
20448,7bpdehbchRA,Several large bells ring before a person speaks
99417,xMUsiQ8nxIM,People speaking followed by laughter
75860,fmTw07oQQwk,"Wind blows while people talk, and then a boat motor revs up"
9288,2j7q3jR3fXM,Sound of engine revving up
9285,2j5WqXOAQFc,A man speaks followed by some running water
9281,2ix2vJVgICk,"A woman laughs, and a goat bleats"
9283,2j0h6mFHsrE,A girl is speaking and scraping an object
9282,2j-3T433r4I,Wind is blowing hard
57523,To4b4las6O4,A man speaks followed by a gun being shot
30285,CWl68OxJpE8,A man makes a speech in a loud tone
78256,hVHozYHF5bA,A clock ticktocks
91443,rGvG-Lj3UyU,Continuous rustling and chirping
57527,ToBPn7Se4HA,"A device hums in the distance, and then a loud beep sounds"
10206,35i4dKDGSMs,"A motorboat speeds on the water, water splashes, people laugh"
10207,35kP2yrldP0,Buzzing of a large group of bugs
10204,35eRDAFvUsQ,A dog barks and a woman speaks
10202,35aKlEZi8XY,Water is streaming down
10200,35YSrJuyBzU,"Water is splashing, a group of people are speaking, and the wind is blowing"
57157,TYk0SXdM8Og,A muffled helicopter engine running followed by two women talking and snickering
63325,Xo7H9sAGth8,"People talk nearby, followed by a bird fluttering its wings, after which they continue to talk"
30990,CuUY2dRDsnI,Birds sing and a piano plays then a bug buzzes real close
30994,Cuivj06ymsI,A machine vibrate quietly while a man speaks
34436,EmxQXoGDJZs,A motorboat running while water splashes with a man yelling followed by a kid shouting in the distance
34435,EmxCCqXITkQ,Humming of an engine followed by honking of a car horn
26720,AhngDBF9DAU,The quiet clicking of a button is followed by a man speaking
26721,AhpEOE0tmsI,A horse clip-clops as it moves followed by a man speaking
26722,AhqnwsIRbNE,Metal clanking against metal
26723,Ahssgxq381s,A person breathes in and then sneezes
26724,AhtlupN26gY,A man speaking with music playing faintly with people cheering
26725,Ahw98l_9Sgg,An engine idles and sputters
26728,Ai2TDZcSplM,A crowd applauds and a man speaks before they applaud again
26729,Ai3VV2mlVyQ,A woman speaking
50268,Ot65UPYyJMc,A loud sizzle in the background as two young men talk back and forth
92432,s0l1e6S33lI,While a soft wind is in the background some goats baa and grunt
2989,0Bdw87rcOdg,"A large vehicle engine is idling and cuts off, then an adult male speaks"
2988,0BdRwANzeHw,Someone is typing on a keyboard
24379,9_Y6aIbz4zw,A cat meowing quietly
24378,9_SRk-D3Pp8,Steam of water flowing with birds chirping in the background
66317,ZsukjbpaN40,A man narrates a film
2983,0BW5PaW0HQU,Water running from a faucet while a man speaks
2982,0BUK4xDHePY,"Birds are cooing, wings are flapping, and a motor vehicle passes by"
2981,0BTS8X0-F_o,Hovering of a helicopter
2987,0BaOgP6TpdQ,Someone starting an engine
2984,0BXKhvov8nU,Constant typing clicks on a keyboard
21165,7zHrQpVvyi4,Wind blows and an airplane flies by in the distance
77347,gpa7XKj5SQM,Industrial whirring and whistling noises followed by a male voice talking and whistling
77340,gpE63HdDba0,People talking and laughing and a bang
77342,gpMrW89gm7g,Humming and vibrations with a consistent repetitive whooshing
77343,gpSrXa5kMls,Background low roar and wind blowing and thunder clap
50190,Oq0BrxVgjEM,A faint bang followed by men speaking then a loud bang of a gunshot
50194,OqDFtFv2wEE,An idle vehicle engine running followed by a man talking
28716,BfvOdPXuelk,Knocking with some light rustling
28715,Bfu7b0O4NcI,Someone roars followed by another one roaring and a baby crying
28712,BfqB2maNiF8,A dog barks incessantly as a motor hums along steadily
28711,Bfoolw7zBVU,A fast car accelerates moving away then getting closer and skidding
28710,BfnG4NYaCfY,Some birds tweet while metallic objects are hit
28719,Bg2K82tpKx8,Ticking and hissing of an idling engine
439,-9wRxzJ5j_Y,Adult female speaking with children speaking and splashing in water
436,-9voLpPOMOw,Large bubbles from a liquid and popping
437,-9vtZXolVrA,Animal splashing around and playing in water. Birds chirp in the background
434,-9rZ1l2IbBw,A very young child is speaking and a soft splat occurs
435,-9uphWeIyj8,Several sheep are bleeding and a person speaks
432,-9qj4QwYkZo,"Birds sing, and two people talk while splashing occurs"
433,-9qnOzVtk6s,A woman sing and speaks
430,-9m_ZmNzBrs,Engine being revved up
431,-9qM9_6GMwA,A sprayer is hissing
92291,ruSomcNYBco,Strong wind blowing continuously
92290,ruNNjoQFujc,"Rhythmic mechanical whirring occurs, followed by simulated oinks, and an adult male speaks in the background"
92297,rumyKL1lj_4,Several buses move nearby
92296,rueEyBlQSec,A loud crowd is talking and a steam engine chugs to life
73116,djnbO0xvxGQ,"A man speaks softly, then sprays some smoke and sets something down"
73111,djMOMq1z0yE,"A whirring, stalled engine revs loudly and then much more loudly"
55016,S5IY073qqI4,Rain falls nearby
55010,S4remQt0dfc,Sizzling with rapid clinking
32874,Du3NXjpV8_k,A bird doing very loud tweets and bird calls
32877,Du6eYaJuXZg,Engine chugging loudly
55013,S5BEvo4mlOU,Metal rapidly rattling as compressed air is spraying
93747,t0l6tta_CY0,A man speaking followed by loud mechanical humming
93744,t0cXpXCiZUU,An engine sputters as it idles
93740,t0LrbzNqC_o,A motor vehicle is driving on the road with wind noise
93741,t0RD4mHCUfA,A man speaks while cars drive by in the background and a motorcycle is started
100839,yVS1TNs8W_A,A woman is speaking in a fast tone
35476,FR8uZTOtxBo,Geese quacking as wind heavily blows into a microphone while paper and plastic rustle
100830,yV-jmaTFiiU,A man speeches in a constant tone
100831,yV8FV8wRwnU,Several pigeons cooing
100832,yVArVNG3wok,A man speaks as wood creaks and a latch closes and opens
100833,yVEO_j9jfmc,A man talks while chewing and rustling a wrapper
100835,yVHpr3qL-G4,Cars speeding by with tire squeezing
100836,yVIJby-9Mos,Motor running and revving with squealing tires then car fading in the distance
80734,jIrOAUMjYHQ,Something snoring loudly
74691,evN6q7IZaUU,Loud crinkling with a man speaking
23808,9Hsd8zTWYL4,Soft repeated tapping followed by a loud tap
23802,9HilZeK0bT8,A drilling machine powered on
23800,9HdTAJ2Yomg,Loud popping noises
23806,9HqreasyRf8,Continuous fire of a machine gun
23807,9HrvubMvJ94,An engine speeds up and hums louder as people speak over a radio
65839,ZYCjvNaIIjY,A thud is followed by music and then a gunshot
65838,ZY8Ks2nPGM8,A wheel spinning while a man talks followed by another man talking
27139,Atr34OGwPaA,An engine humming as it speeds into the distance as a bird chirps nearby
81310,jixOfFNr7Tw,Tires squeal loudly nearby as a person talks in the distance
27132,AteFCZfJfLY,A horn being blown a few times in a non continuous pattern
27131,AtctpTIB3hI,An engine chugging and revving intermittently
25401,A62Ahz2Q8VY,Engine revving and accelerating away
25404,A67gLhbz6BY,A woman speaking
25405,A6AbEq5FLIk,A man speaking and water running
25406,A6AbPL3P32s,A man speaking and crowd murmuring
25407,A6B9We1cJhc,A person is playing a video game while making commentary
25408,A6BojA7PlHQ,A young women speaking followed by clanking and a man speaking
25409,A6D7qacZSvM,Rustling and clanking
32294,DaMOnJRfXms,One man speaks and water is sprayed out of something
32293,DaJcVBXTjfc,Soft shuffle step on gravel as an engine turns on and revs
32298,Da_NrBx9Mns,A waterfall of water flowing rapidly
24768,9nZMacqMJKA,"Continuous, idling engine"
75870,fn2ZJ-9bvIo,A fast car accelerates while moving away and wind blows
98737,wqv7503n870,Gurgling and dripping water followed by a loud hum
75874,fn4kI8RiCFU,Train running down tracks blowing horn windy
1050,-O-s44NpuEo,A dog panting back and forth
39960,IDdApGogt64,Helicopter flying
39961,IDslW7_iPNs,Sheep bleating and dog barking
39967,IEI10aLmHXM,A man is giving a speech
39964,IE6KQBaF7Eg,"A car door is opened, a man speaks, and someone walks on gravel"
1051,-O2S-coiv90,Goat sound followed by male laughter
1052,-O4mo_Nyrmk,Adults talking to baby and baby crying
32123,DWAb_kAkK2o,A person makes a squeaky voice followed by an infant laughing
23389,955AkbCBWOY,A man speaks while using a drill
1053,-O55ytrrIkc,"Machines steam and hiss, a car putters in the background"
5353,18DIwLvHCeo,A man speaking and clocking ticking
32129,DWK0KEyGhW8,A young boy speaking and crying with a woman speaking
5351,18C-7ONCy8Q,A man speaks while tree leaves rustle in the wind and an alarm sounds
88555,p4nQnn1NPW8,A small kitten meows twice
28658,Be06Kpb9mAU,Multiple airplane engines idling consistently
56095,SpA3BYdb5FY,A small engine shifts and begins to hum along faster
91722,rUcCHAQN62s,Someone gets into a vehicle and starts the engine
56097,SpDVsbvRe7o,A motorcycle engine idles then turns off
56096,SpDN6XUSqr8,"A cat continuously meows, as if it is snoring rhythmically"
56090,SoyQcsw1C40,"Hissing occurs, and music plays while an adult female speaks"
56093,Sp-vjYywuho,A man speaks with a light pop towards the beginning
56092,SozxxjfHYK4,A vehicle moves and an emergency siren is triggered moving away
101872,zIwj4kyPpzA,Dog growling followed by a series of dog barking
101871,zIwa1M5Es88,A person snoring and breathing
101876,zJAvcgusUZ8,"Water is splashing and gurgling, while several adult males speak"
101875,zJ9j-QKVVQ4,Humming of several motorcycles passing by with footsteps
75147,fFf6IzKGhjQ,Multiple voices accompanied by the bleating of a goat
57322,TexthQblIVU,A quick whooshing burst followed by a child speaking
37510,Gf4Hm4l085w,"A power saw rotates loudly nearby, and then wood falls down"
37517,GfN04SaiTE8,A baby cries while a woman imitates it
3798,0WB8KgBvZDk,Wind is blowing strongly against a surface
84015,li7VTUQbfoM,Vehicle engine accelerates then man laughs followed by tires squealing
3795,0W0oGLJwUu0,A woman is speaking over a hissing noise
3797,0W6rp1eSGMA,A man speaks and a vehicle revs its engine
3791,0VttZfApKDU,Vehicle passing by with engine whirring
75251,fKPuVSiWpR4,Male speaking and birds chirping
3793,0Vzp1Veb48I,Birds chirping in the background while a goat is bleating
2155,-q51Foc9wH4,Chatter muffled by background nose of a bus accelerating
4983,0zPnMDUx7Tk,A man is talking and clanging something together
2150,-q0W7yXJ6oE,Flock of birds chirping
4984,0zRHVZOg9Ng,"A loud hum of an engine, a woman speaks"
2153,-q3fQSq7Cns,Car's running followed by a loud pop's and bang's
4989,0zZhgAu4nqM,A car racing on a road then stops and accelerates
4988,0zZazknbqCs,An electric saw is cutting wood
2158,-q7jVLJGHFE,A large motor is started and is running
2159,-q8_fIvKJr0,A power drill being used
76309,g6Wff3_M_64,An insect flies followed by a man talking then a music is played and another man talks
86526,nWqfAQjoy3g,Paper shuffling followed by a plate sliding on a surface then paper shuffling and plastic muffling
14069,4ipT5EJU62A,"People talking, rapid gunfire and a loud boom"
14066,4ikMsjVwCy8,A long hiss goes off very several seconds
14067,4inDbYLMsk0,A child giving a speech
14064,4ifJddcYemw,"Woman giving speech, cameras snapping"
14065,4igF87KKgNU,Large stream and heavy wind flutter
14062,4idWNR_VKZI,"Wind blowing, a man speaking and a motor boat speeding"
14063,4ieIQColD34,"An adult male is speaking, and crackling occurs in the background"
14060,4icQLZU-QIo,A woman speaks passionately in an echoing chamber
14061,4icugX_Pt3o,A hose spraying water on a surface while a person talks behind
3249,0HzcmunlFf0,A muffled voice speaks under the sound of an aircraft
3248,0Hxth3DK480,Rustling leaves through the trees
3242,0Hn-Ltf_1Cs,Water trickling
3247,0HwB7rDcXHU,A drill being ran in the background
3246,0Hupk6kyvgA,An adult female is speaking
3244,0Hnrufry54I,Some gunshots
70752,c1-dHAPBiAg,People laughing and talking with a crowd laughing faintly
70758,c1KucvdRbE8,"A woman laughs, and then a man talks as a woman continues to laugh"
94424,tYNfh1UPLws,A large crowd cheers followed by a loud applause
14117,4kKObz1MAvM,"Bees buzzing, man speaking"
71409,cXCQPFOZ_Ss,People speaking in the background before a car revs and speeds away
4311,0hvKQcdl4Fs,A car is being accelerated
71407,cX52fXm7o2I,A man speaks and an audience gives applause
67448,_exm4wr8bDg,Vibrations of an idling engine
71403,cX1nYYT9B1A,Men speaking with rapid gunfire and explosions
79871,ieYJL3BgWMQ,High pressure liquid spraying as a motor engine runs followed by an electronic signal beeping as a vehicle drives by
38770,HSfcY8i95u8,A person types on a computer keyboard rapidly nearby
38778,HSrtveZT8us,A series of incessant quacking sounds
65925,ZaIowbh3PfA,A loud engine revving then idling
76758,gR24WJtEKXQ,A young baby cries and cries as a woman coos and then yells at the baby
30565,Cfij00R-8Zs,Rattling and rustling with some clicking
31281,D3-C7-KjJXM,A toilet flushing followed by silence
30566,CfoBd1-xmzg,Rain falls and music plays
30569,Cfv9K9qKOg0,A large truck starts up and begins to drive away
76754,gQwk0Ved2ko,A motorcycle revs and a man speaks
13498,4VD4FGVS2nM,An animal is communicating out loud while making a grunting sound
76756,gR-6K7BKS8U,A young man speaks with horns honking and speech in the background
76757,gR0iGpJIhas,A small drill spins briefly
40144,ILWL0AoA1sM,A person snores loudly in the distance
40145,ILX807Jqc_c,A woman speaking as air squeaks twice followed by a door opening
40146,ILXnLrVlySY,Some women and a kid laugh
83544,lLr7a_vbp14,A vehicle engine runs and vibrates
83547,lLtwSpWKYF8,Flapping along with cooing
83543,lLqppGdGvjk,A man speaks and puts wood on a hard surface
53004,QgrLHIRsXkk,A person talks and then laughs as a goat bleats in the distance
47497,N5jYhzrKPrg,Objects falling on floor and person laughing
18188,6ZbaQq6XwYU,A man talks while a baby cries
18185,6ZVIgKqUhAM,A vehicle engine is running followed by a man conversing something in low frequency in the background
18184,6ZStXBXrGqc,A woman speaking with the tone of her voice through a microphone
18187,6Z_0llYQzEA,Rain and hail coming down during a storm
18186,6ZWC5gHTihc,Aircraft motor running
18183,6ZQWEvo06F8,"An adult male is speaking, and music is playing in the background"
18182,6ZMzGTRIxFE,"Roaring and clacking are present, a cat meows, and a bird chirps"
13492,4V-ysyrJKQU,Very loud whistling of melody
58794,Ugrdm776MLg,Wind blowing into a microphone with ocean waves crashing and splashing on a surface
72982,ddYKdv5Kw90,A baby whimpers and two women speak
85873,n2JqR0WrAFA,A baby cries loudly
72988,ddiNRU0uf6w,A few bees buzz around and fly nearby with a constant hum
90202,qICJV7j56Gs,"A sewing machine loudly clangs nearby, starting and stopping"
70515,bqryK3L9IL4,A person talks nearby and then a baby cries nearby as firecrackers pop
519,-BrGEW6o1i0,"A woman speaks, a dog barks twice, and a man speaks"
37875,Guy09VEZU1o,"A baby cries nearby as women talk in the background, and then a woman talks in the foreground as the baby continues to cry"
34043,EZchnYcp2qg,Wind blows and rain falls
70516,br2JPHYJ3jQ,A man speaks followed by birds tweets and a music being played
511,-B_yrYDLb9Y,A small animal can be heard rabbiting as a storm rolls in the back ground
516,-Bk0bhBbANI,A person talking and spraying from an aerosol
58875,UkPpEhnr8mg,A huge explosion while people talk
43335,KOO6F0sxAnQ,A man speaking followed by typing on a keyboard
58874,UkOI2pWtP2Y,Screeching and light banging with a distant crow calling
6537,1blRn92uJuE,Man giving a speech
6535,1bjCj9HX1g4,Faint speech and whistling
6533,1bgnktaeXZQ,A car is speeding by
6530,1bTqpdsaS88,Several vehicle drive by
6531,1bcfcsAAdYI,A motor speeds at a constant roaring speed
30388,CZmlwUXrG68,Rattling and hissing
6538,1bmyWAIQ8kU,"A man speaks, and a telephone rings twice"
15008,57fIhnZBDeI,"A car engine roars, wind blows, tires squeal, people talk"
94508,tcKd91Po8qo,Waves are splashing with strong wind noise
71643,ciEWUpiLf-k,"Burst followed by loud, exited male speech"
77809,hAY81dhxq04,Sheeps bleat and an engine runs in the background
33499,EFWatPE8Wjc,"Birds chirp in the distance, followed by a horse clip-clopping nearby"
77805,hAPZXVNAGSw,"A large motor vehicle engine is humming and vibrating rhythmically, a hiss occurs, and then the humming and vibration are diminished"
16007,5ZTzRQzX7b8,A person speaks followed by some clicking and sliding
72325,dAnzN6YAwog,Several compressed air sprays followed by metal clanking and rattling with wood thumping as a crowd of people talk and birds chirp and squawks in the background
18476,6gylSYNKTRs,"Electronic humming, a man speaks then some spraying"
58878,UkSLUrL05oM,Water runs into a sink
92867,sM2tvbElLrI,An engine running consistently with light wind and rustling
71644,ciHb_7pDS1E,A click followed by a flushing toilet and some banging
16008,5ZWQR0o3yKQ,A motor vehicle accelerates after some idling
91603,rP7iQsOCBuo,A toilet flushes and water drains
96435,v7XvWMqfHOI,Foliage rustling followed by insects buzzing as birds chirp in the background
35801,FdIyohp6JXg,Loud humming and vibrating
31387,D6xgMIL0InM,Birds chirp while a man talks and then swats something
31384,D6v4GdljwTk,A man speaks and the wind blows gently
31385,D6wKeRfA5P4,Rain falls loudly and rapidly on a surface
31382,D6qQgc3eS0s,A woman talking while washing the dishes
35804,FdSNlRdNtbs,"A man speaking, accompanied by clicking on a keyboard"
35806,Fd_FcYXrzNY,"A crowd of people are clapping, cheering, and whistling, and an adult male shouts"
88189,ooriFKeUVtc,A lady is talking and then a group of birds all flap at the same time
84837,mKGJkWIXNBs,Wood thumping once followed by a woman speaking then audio static alongside wood clanking together in the background
52348,QGoPDmfciHM,Music plays nearby as artillery fires in the distance
4167,0eVAbHnOHMU,A jet engine increases its throttle
4166,0eTnDw0z8MQ,"Sizzling occurs, a dish clinks, and an adult male speaks"
4165,0eTXRPNc88s,Engine idling and then accelerating
4164,0eQoe7ImLe0,Loud car passing by
86064,nBUEmR4G5PY,"An adult female speaks, two children speak, and soft thudding and clattering occur"
86067,nBZaKSaTxzk,A police car siren sounds slowly and then picks up speed
86061,nBIYkIX1udY,A man talks and pops something
93342,sh6wd3Zq9SA,An airplane idles in the distance as people speak quietly
4169,0e_96pcTzKQ,A horse galloping and birds chirping
4168,0eYUV57YAII,A woman speaks soothingly while a dog yowls comically and an audience applauds
52344,QGdKAzbdgew,A woman speaking with faint crinkling plastic
6543,1bvRkyT2Q5I,Continuous meowing cat
8648,2TGTLMkOXkg,A clicking noise and a cat meows
52341,QGZ1NY74g4I,Food sizzles followed by a click then a man speaking
8649,2THn2dJFe24,A man laughing and talking and the spraying of water
8646,2T90bxZ-AGo,A sewing machine is running
13143,4Kl_h0_VJBk,Fast trotting and distant buzzing
8647,2TBWSnIjJMk,"Honking and then squawking occur, a person coughs, and a young female speaks"
100939,y_ERbqGhDZI,A vehicle accelerating loudly in a rural setting and passing a point as the vehicle quietens down
19637,7ErjCA1qOic,A helicopter is flying in the distance
19630,7EeyVPg896g,Someone outdoors makes a tapping sound with birds in the background
19631,7EfgCbHl0so,Two men are speaking then a gun is fired and small explosion goes off
19632,7EjRKWgdBB8,Male voice outside with a vehicle rumble in the background
